ENSG00000013392.8	ENSG00000013392	RWDD2A	6	+	83193356	83198935	82693356	83698935	0	protein_coding	ENSG00000013392_RWDD2A
ENSG00000013561.18	ENSG00000013561	RNF14	5	+	141958327	141990292	141458327	142490292	0	protein_coding	ENSG00000013561_RNF14
ENSG00000013810.19	ENSG00000013810	TACC3	4	+	1712890	1745176	1212890	2245176	0	protein_coding	ENSG00000013810_TACC3
ENSG00000014123.10	ENSG00000014123	UFL1	6	+	96521594	96555276	96021594	97055276	0	protein_coding	ENSG00000014123_UFL1
ENSG00000018699.13	ENSG00000018699	TTC27	2	+	32628031	32821051	32128031	33321051	0	protein_coding	ENSG00000018699_TTC27
ENSG00000019991.18	ENSG00000019991	HGF	7	-	81699010	81770437	81199010	82270437	0	protein_coding	ENSG00000019991_HGF
ENSG00000020181.18	ENSG00000020181	ADGRA2	8	+	37784190	37844896	37284190	38344896	0	protein_coding	ENSG00000020181_ADGRA2
ENSG00000021488.13	ENSG00000021488	SLC7A9	19	-	32830509	32869766	32330509	33369766	0	protein_coding	ENSG00000021488_SLC7A9
ENSG00000021762.20	ENSG00000021762	OSBPL5	11	-	3087107	3166738	2587107	3666738	0	protein_coding	ENSG00000021762_OSBPL5
ENSG00000022556.16	ENSG00000022556	NLRP2	19	+	54953129	55001142	54453129	55501142	0	protein_coding	ENSG00000022556_NLRP2
ENSG00000023191.17	ENSG00000023191	RNH1	11	-	494512	507299	0	1007299	0	protein_coding	ENSG00000023191_RNH1
ENSG00000023228.14	ENSG00000023228	NDUFS1	2	-	206114817	206159508	205614817	206659508	0	protein_coding	ENSG00000023228_NDUFS1
ENSG00000023608.5	ENSG00000023608	SNAPC1	14	+	61762419	61796428	61262419	62296428	0	protein_coding	ENSG00000023608_SNAPC1
ENSG00000025434.19	ENSG00000025434	NR1H3	11	+	47248299	47269033	46748299	47769033	0	protein_coding	ENSG00000025434_NR1H3
ENSG00000025708.14	ENSG00000025708	TYMP	22	-	50525752	50530031	50025752	51030031	0	protein_coding	ENSG00000025708_TYMP
ENSG00000026025.16	ENSG00000026025	VIM	10	+	17228240	17237593	16728240	17737593	0	protein_coding	ENSG00000026025_VIM
ENSG00000026297.16	ENSG00000026297	RNASET2	6	-	166922113	166957190	166422113	167457190	0	protein_coding	ENSG00000026297_RNASET2
ENSG00000028203.18	ENSG00000028203	VEZT	12	+	95217745	95302799	94717745	95802799	0	protein_coding	ENSG00000028203_VEZT
ENSG00000028528.15	ENSG00000028528	SNX1	15	+	64094122	64146090	63594122	64646090	0	protein_coding	ENSG00000028528_SNX1
ENSG00000029725.17	ENSG00000029725	RABEP1	17	+	5282264	5386340	4782264	5886340	0	protein_coding	ENSG00000029725_RABEP1
ENSG00000034053.14	ENSG00000034053	APBA2	15	+	28884482	29118315	28384482	29618315	0	protein_coding	ENSG00000034053_APBA2
ENSG00000034533.11	ENSG00000034533	ASTE1	3	-	131013875	131027648	130513875	131527648	0	protein_coding	ENSG00000034533_ASTE1
ENSG00000035141.8	ENSG00000035141	FAM136A	2	-	70295975	70302089	69795975	70802089	0	protein_coding	ENSG00000035141_FAM136A
ENSG00000038210.14	ENSG00000038210	PI4K2B	4	+	25160662	25279204	24660662	25779204	0	protein_coding	ENSG00000038210_PI4K2B
ENSG00000038219.13	ENSG00000038219	BOD1L1	4	-	13568738	13627724	13068738	14127724	0	protein_coding	ENSG00000038219_BOD1L1
ENSG00000038945.15	ENSG00000038945	MSR1	8	-	16107878	16567489	15607878	17067489	0	protein_coding	ENSG00000038945_MSR1
ENSG00000039560.14	ENSG00000039560	RAI14	5	+	34656327	34832612	34156327	35332612	0	protein_coding	ENSG00000039560_RAI14
ENSG00000039600.11	ENSG00000039600	SOX30	5	-	157625679	157671479	157125679	158171479	0	protein_coding	ENSG00000039600_SOX30
ENSG00000040275.17	ENSG00000040275	SPDL1	5	+	169583635	169604778	169083635	170104778	0	protein_coding	ENSG00000040275_SPDL1
ENSG00000041880.14	ENSG00000041880	PARP3	3	+	51942344	51948867	51442344	52448867	0	protein_coding	ENSG00000041880_PARP3
ENSG00000042317.17	ENSG00000042317	SPATA7	14	+	88384923	88470350	87884923	88970350	0	protein_coding	ENSG00000042317_SPATA7
ENSG00000042445.14	ENSG00000042445	RETSAT	2	-	85341955	85354530	84841955	85854530	0	protein_coding	ENSG00000042445_RETSAT
ENSG00000042493.16	ENSG00000042493	CAPG	2	-	85394753	85418431	84894753	85918431	0	protein_coding	ENSG00000042493_CAPG
ENSG00000043514.17	ENSG00000043514	TRIT1	1	-	39838110	39883510	39338110	40383510	0	protein_coding	ENSG00000043514_TRIT1
ENSG00000043591.6	ENSG00000043591	ADRB1	10	+	114043865	114046904	113543865	114546904	0	protein_coding	ENSG00000043591_ADRB1
ENSG00000047365.12	ENSG00000047365	ARAP2	4	-	35948221	36244513	35448221	36744513	0	protein_coding	ENSG00000047365_ARAP2
ENSG00000048162.21	ENSG00000048162	NOP16	5	-	176383938	176388926	175883938	176888926	0	protein_coding	ENSG00000048162_NOP16
ENSG00000049089.15	ENSG00000049089	COL9A2	1	-	40300489	40317812	39800489	40817812	0	protein_coding	ENSG00000049089_COL9A2
ENSG00000049245.13	ENSG00000049245	VAMP3	1	+	7771295	7781432	7271295	8281432	0	protein_coding	ENSG00000049245_VAMP3
ENSG00000049449.10	ENSG00000049449	RCN1	11	+	32091073	32105722	31591073	32605722	0	protein_coding	ENSG00000049449_RCN1
ENSG00000050165.18	ENSG00000050165	DKK3	11	-	11956207	12009768	11456207	12509768	0	protein_coding	ENSG00000050165_DKK3
ENSG00000050426.16	ENSG00000050426	LETMD1	12	+	51047961	51060424	50547961	51560424	0	protein_coding	ENSG00000050426_LETMD1
ENSG00000050555.18	ENSG00000050555	LAMC3	9	+	131009173	131094473	130509173	131594473	0	protein_coding	ENSG00000050555_LAMC3
ENSG00000050628.20	ENSG00000050628	PTGER3	1	-	70852353	71047807	70352353	71547807	0	protein_coding	ENSG00000050628_PTGER3
ENSG00000050767.17	ENSG00000050767	COL23A1	5	-	178237618	178590392	177737618	179090392	0	protein_coding	ENSG00000050767_COL23A1
ENSG00000051128.19	ENSG00000051128	HOMER3	19	-	18929201	18941260	18429201	19441260	0	protein_coding	ENSG00000051128_HOMER3
ENSG00000053501.13	ENSG00000053501	USE1	19	+	17215345	17219829	16715345	17719829	0	protein_coding	ENSG00000053501_USE1
ENSG00000053770.12	ENSG00000053770	AP5M1	14	+	57268923	57298742	56768923	57798742	0	protein_coding	ENSG00000053770_AP5M1
ENSG00000054356.14	ENSG00000054356	PTPRN	2	-	219289623	219309647	218789623	219809647	0	protein_coding	ENSG00000054356_PTPRN
ENSG00000054793.14	ENSG00000054793	ATP9A	20	-	51596514	51768389	51096514	52268389	0	protein_coding	ENSG00000054793_ATP9A
ENSG00000055118.15	ENSG00000055118	KCNH2	7	-	150944961	150978320	150444961	151478320	0	protein_coding	ENSG00000055118_KCNH2
ENSG00000055211.14	ENSG00000055211	GINM1	6	+	149566293	149591748	149066293	150091748	0	protein_coding	ENSG00000055211_GINM1
ENSG00000055483.19	ENSG00000055483	USP36	17	-	78787381	78841440	78287381	79341440	0	protein_coding	ENSG00000055483_USP36
ENSG00000056050.7	ENSG00000056050	HPF1	4	-	169729470	169757943	169229470	170257943	0	protein_coding	ENSG00000056050_HPF1
ENSG00000056558.11	ENSG00000056558	TRAF1	9	-	120902393	120929172	120402393	121429172	0	protein_coding	ENSG00000056558_TRAF1
ENSG00000057608.17	ENSG00000057608	GDI2	10	-	5765223	5842131	5265223	6342131	0	protein_coding	ENSG00000057608_GDI2
ENSG00000058056.9	ENSG00000058056	USP13	3	+	179653039	179789401	179153039	180289401	0	protein_coding	ENSG00000058056_USP13
ENSG00000058453.17	ENSG00000058453	CROCC	1	+	16740272	16972964	16240272	17472964	0	protein_coding	ENSG00000058453_CROCC
ENSG00000058668.14	ENSG00000058668	ATP2B4	1	+	203626560	203744081	203126560	204244081	0	protein_coding	ENSG00000058668_ATP2B4
ENSG00000058729.11	ENSG00000058729	RIOK2	5	-	97160867	97183246	96660867	97683246	0	protein_coding	ENSG00000058729_RIOK2
ENSG00000060566.14	ENSG00000060566	CREB3L3	19	+	4153630	4173054	3653630	4673054	0	protein_coding	ENSG00000060566_CREB3L3
ENSG00000060762.19	ENSG00000060762	MPC1	6	-	166364919	166383012	165864919	166883012	0	protein_coding	ENSG00000060762_MPC1
ENSG00000061337.15	ENSG00000061337	LZTS1	8	-	20246165	20303962	19746165	20803962	0	protein_coding	ENSG00000061337_LZTS1
ENSG00000061676.15	ENSG00000061676	NCKAP1	2	-	182909115	183038857	182409115	183538857	0	protein_coding	ENSG00000061676_NCKAP1
ENSG00000061938.19	ENSG00000061938	TNK2	3	-	195863364	195911944	195363364	196411944	0	protein_coding	ENSG00000061938_TNK2
ENSG00000062822.15	ENSG00000062822	POLD1	19	+	50384203	50418018	49884203	50918018	0	protein_coding	ENSG00000062822_POLD1
ENSG00000063241.8	ENSG00000063241	ISOC2	19	-	55452985	55462342	54952985	55962342	0	protein_coding	ENSG00000063241_ISOC2
ENSG00000063761.16	ENSG00000063761	ADCK1	14	+	77800108	77935014	77300108	78435014	0	protein_coding	ENSG00000063761_ADCK1
ENSG00000064115.11	ENSG00000064115	TM7SF3	12	-	26971579	27014433	26471579	27514433	0	protein_coding	ENSG00000064115_TM7SF3
ENSG00000064201.16	ENSG00000064201	TSPAN32	11	+	2301996	2318204	1801996	2818204	0	protein_coding	ENSG00000064201_TSPAN32
ENSG00000064300.9	ENSG00000064300	NGFR	17	+	49495292	49515008	48995292	50015008	0	protein_coding	ENSG00000064300_NGFR
ENSG00000064309.14	ENSG00000064309	CDON	11	-	125955796	126063334	125455796	126563334	0	protein_coding	ENSG00000064309_CDON
ENSG00000064933.18	ENSG00000064933	PMS1	2	+	189784084	189877629	189284084	190377629	0	protein_coding	ENSG00000064933_PMS1
ENSG00000065308.5	ENSG00000065308	TRAM2	6	-	52497408	52577059	51997408	53077059	0	protein_coding	ENSG00000065308_TRAM2
ENSG00000065361.16	ENSG00000065361	ERBB3	12	+	56076798	56103505	55576798	56603505	0	protein_coding	ENSG00000065361_ERBB3
ENSG00000065413.20	ENSG00000065413	ANKRD44	2	-	196967017	197311172	196467017	197811172	0	protein_coding	ENSG00000065413_ANKRD44
ENSG00000065809.13	ENSG00000065809	FAM107B	10	-	14518557	14774896	14018557	15274896	0	protein_coding	ENSG00000065809_FAM107B
ENSG00000065833.9	ENSG00000065833	ME1	6	-	83210402	83431050	82710402	83931050	0	protein_coding	ENSG00000065833_ME1
ENSG00000065989.16	ENSG00000065989	PDE4A	19	+	10416772	10469630	9916772	10969630	0	protein_coding	ENSG00000065989_PDE4A
ENSG00000066382.16	ENSG00000066382	MPPED2	11	-	30384493	30586871	29884493	31086871	0	protein_coding	ENSG00000066382_MPPED2
ENSG00000066468.23	ENSG00000066468	FGFR2	10	-	121478332	121598457	120978332	122098457	0	protein_coding	ENSG00000066468_FGFR2
ENSG00000066735.14	ENSG00000066735	KIF26A	14	+	104138722	104180894	103638722	104680894	0	protein_coding	ENSG00000066735_KIF26A
ENSG00000066926.12	ENSG00000066926	FECH	18	-	57544377	57586701	57044377	58086701	0	protein_coding	ENSG00000066926_FECH
ENSG00000067064.11	ENSG00000067064	IDI1	10	-	1039152	1049169	539152	1549169	0	protein_coding	ENSG00000067064_IDI1
ENSG00000067365.15	ENSG00000067365	METTL22	16	+	8621682	8649654	8121682	9149654	0	protein_coding	ENSG00000067365_METTL22
ENSG00000067596.12	ENSG00000067596	DHX8	17	+	43483864	43610338	42983864	44110338	0	protein_coding	ENSG00000067596_DHX8
ENSG00000068878.15	ENSG00000068878	PSME4	2	-	53864069	53970992	53364069	54470992	0	protein_coding	ENSG00000068878_PSME4
ENSG00000069020.18	ENSG00000069020	MAST4	5	+	66596360	67169595	66096360	67669595	0	protein_coding	ENSG00000069020_MAST4
ENSG00000070018.9	ENSG00000070018	LRP6	12	-	12116025	12267043	11616025	12767043	0	protein_coding	ENSG00000070018_LRP6
ENSG00000070087.14	ENSG00000070087	PFN2	3	-	149964904	150050787	149464904	150550787	0	protein_coding	ENSG00000070087_PFN2
ENSG00000070371.16	ENSG00000070371	CLTCL1	22	-	19179473	19291718	18679473	19791718	0	protein_coding	ENSG00000070371_CLTCL1
ENSG00000070404.10	ENSG00000070404	FSTL3	19	+	676391	683392	176391	1183392	0	protein_coding	ENSG00000070404_FSTL3
ENSG00000070423.18	ENSG00000070423	RNF126	19	-	647526	663232	147526	1163232	0	protein_coding	ENSG00000070423_RNF126
ENSG00000070476.15	ENSG00000070476	ZXDC	3	-	126437601	126475890	125937601	126975890	0	protein_coding	ENSG00000070476_ZXDC
ENSG00000070540.13	ENSG00000070540	WIPI1	17	-	68420948	68457512	67920948	68957512	0	protein_coding	ENSG00000070540_WIPI1
ENSG00000070614.15	ENSG00000070614	NDST1	5	+	150485817	150558211	149985817	151058211	0	protein_coding	ENSG00000070614_NDST1
ENSG00000071242.12	ENSG00000071242	RPS6KA2	6	-	166409364	166906450	165909364	167406450	0	protein_coding	ENSG00000071242_RPS6KA2
ENSG00000071564.17	ENSG00000071564	TCF3	19	-	1609290	1652614	1109290	2152614	0	protein_coding	ENSG00000071564_TCF3
ENSG00000071575.11	ENSG00000071575	TRIB2	2	+	12716888	12742734	12216888	13242734	0	protein_coding	ENSG00000071575_TRIB2
ENSG00000071794.16	ENSG00000071794	HLTF	3	-	149030127	149086553	148530127	149586553	0	protein_coding	ENSG00000071794_HLTF
ENSG00000071909.18	ENSG00000071909	MYO3B	2	+	170178144	170655171	169678144	171155171	0	protein_coding	ENSG00000071909_MYO3B
ENSG00000072071.16	ENSG00000072071	ADGRL1	19	-	14147743	14206186	13647743	14706186	0	protein_coding	ENSG00000072071_ADGRL1
ENSG00000072134.15	ENSG00000072134	EPN2	17	+	19215614	19336715	18715614	19836715	0	protein_coding	ENSG00000072134_EPN2
ENSG00000072163.19	ENSG00000072163	LIMS2	2	-	127638381	127681785	127138381	128181785	0	protein_coding	ENSG00000072163_LIMS2
ENSG00000072210.19	ENSG00000072210	ALDH3A2	17	+	19648135	19685760	19148135	20185760	0	protein_coding	ENSG00000072210_ALDH3A2
ENSG00000072401.15	ENSG00000072401	UBE2D1	10	+	58334978	58370751	57834978	58870751	0	protein_coding	ENSG00000072401_UBE2D1
ENSG00000072694.21	ENSG00000072694	FCGR2B	1	+	161663146	161678654	161163146	162178654	0	protein_coding	ENSG00000072694_FCGR2B
ENSG00000072736.19	ENSG00000072736	NFATC3	16	+	68084750	68229259	67584750	68729259	0	protein_coding	ENSG00000072736_NFATC3
ENSG00000072818.12	ENSG00000072818	ACAP1	17	+	7336528	7351477	6836528	7851477	0	protein_coding	ENSG00000072818_ACAP1
ENSG00000073060.16	ENSG00000073060	SCARB1	12	-	124776856	124882667	124276856	125382667	0	protein_coding	ENSG00000073060_SCARB1
ENSG00000073711.11	ENSG00000073711	PPP2R3A	3	+	135965727	136147894	135465727	136647894	0	protein_coding	ENSG00000073711_PPP2R3A
ENSG00000074416.14	ENSG00000074416	MGLL	3	-	127689062	128052189	127189062	128552189	0	protein_coding	ENSG00000074416_MGLL
ENSG00000074590.13	ENSG00000074590	NUAK1	12	-	106063340	106140032	105563340	106640032	0	protein_coding	ENSG00000074590_NUAK1
ENSG00000074695.6	ENSG00000074695	LMAN1	18	-	59327823	59359264	58827823	59859264	0	protein_coding	ENSG00000074695_LMAN1
ENSG00000075089.9	ENSG00000075089	ACTR6	12	+	100199121	100241865	99699121	100741865	0	protein_coding	ENSG00000075089_ACTR6
ENSG00000075142.14	ENSG00000075142	SRI	7	-	88205115	88226992	87705115	88726992	0	protein_coding	ENSG00000075142_SRI
ENSG00000075239.14	ENSG00000075239	ACAT1	11	+	108116694	108147603	107616694	108647603	0	protein_coding	ENSG00000075239_ACAT1
ENSG00000075275.17	ENSG00000075275	CELSR1	22	-	46360834	46537599	45860834	47037599	0	protein_coding	ENSG00000075275_CELSR1
ENSG00000075399.14	ENSG00000075399	VPS9D1	16	-	89707134	89720897	89207134	90220897	0	protein_coding	ENSG00000075399_VPS9D1
ENSG00000075618.18	ENSG00000075618	FSCN1	7	+	5592815	5606655	5092815	6106655	0	protein_coding	ENSG00000075618_FSCN1
ENSG00000075914.13	ENSG00000075914	EXOSC7	3	+	44975240	45036066	44475240	45536066	0	protein_coding	ENSG00000075914_EXOSC7
ENSG00000076248.11	ENSG00000076248	UNG	12	+	109097596	109110992	108597596	109610992	0	protein_coding	ENSG00000076248_UNG
ENSG00000076662.10	ENSG00000076662	ICAM3	19	-	10333776	10339660	9833776	10839660	0	protein_coding	ENSG00000076662_ICAM3
ENSG00000076826.9	ENSG00000076826	CAMSAP3	19	+	7595901	7618304	7095901	8118304	0	protein_coding	ENSG00000076826_CAMSAP3
ENSG00000077044.10	ENSG00000077044	DGKD	2	+	233354506	233472104	232854506	233972104	0	protein_coding	ENSG00000077044_DGKD
ENSG00000077232.18	ENSG00000077232	DNAJC10	2	+	182716040	182794464	182216040	183294464	0	protein_coding	ENSG00000077232_DNAJC10
ENSG00000077454.16	ENSG00000077454	LRCH4	7	-	100574011	100586128	100074011	101086128	0	protein_coding	ENSG00000077454_LRCH4
ENSG00000077585.14	ENSG00000077585	GPR137B	1	+	236142504	236221865	235642504	236721865	0	protein_coding	ENSG00000077585_GPR137B
ENSG00000077782.21	ENSG00000077782	FGFR1	8	-	38400215	38468833	37900215	38968833	0	protein_coding	ENSG00000077782_FGFR1
ENSG00000077984.6	ENSG00000077984	CST7	20	+	24949268	24959928	24449268	25459928	0	protein_coding	ENSG00000077984_CST7
ENSG00000078487.17	ENSG00000078487	ZCWPW1	7	-	100400826	100428991	99900826	100928991	0	protein_coding	ENSG00000078487_ZCWPW1
ENSG00000079215.14	ENSG00000079215	SLC1A3	5	+	36606354	36688334	36106354	37188334	0	protein_coding	ENSG00000079215_SLC1A3
ENSG00000079277.21	ENSG00000079277	MKNK1	1	-	46557408	46616842	46057408	47116842	0	protein_coding	ENSG00000079277_MKNK1
ENSG00000079335.20	ENSG00000079335	CDC14A	1	+	100345000	100520277	99845000	101020277	0	protein_coding	ENSG00000079335_CDC14A
ENSG00000079337.16	ENSG00000079337	RAPGEF3	12	-	47734363	47771039	47234363	48271039	0	protein_coding	ENSG00000079337_RAPGEF3
ENSG00000079459.13	ENSG00000079459	FDFT1	8	+	11795572	11839304	11295572	12339304	0	protein_coding	ENSG00000079459_FDFT1
ENSG00000079462.7	ENSG00000079462	PAFAH1B3	19	-	42297033	42303545	41797033	42803545	0	protein_coding	ENSG00000079462_PAFAH1B3
ENSG00000079691.18	ENSG00000079691	CARMIL1	6	+	25279077	25620530	24779077	26120530	0	protein_coding	ENSG00000079691_CARMIL1
ENSG00000079974.17	ENSG00000079974	RABL2B	22	-	50767501	50783662	50267501	51283662	0	protein_coding	ENSG00000079974_RABL2B
ENSG00000080007.8	ENSG00000080007	DDX43	6	+	73394827	73417566	72894827	73917566	0	protein_coding	ENSG00000080007_DDX43
ENSG00000080031.10	ENSG00000080031	PTPRH	19	-	55181247	55209505	54681247	55709505	0	protein_coding	ENSG00000080031_PTPRH
ENSG00000080815.19	ENSG00000080815	PSEN1	14	+	73136417	73223691	72636417	73723691	0	protein_coding	ENSG00000080815_PSEN1
ENSG00000081307.12	ENSG00000081307	UBA5	3	+	132654445	132678097	132154445	133178097	0	protein_coding	ENSG00000081307_UBA5
ENSG00000082213.18	ENSG00000082213	C5orf22	5	+	31532286	31555053	31032286	32055053	0	protein_coding	ENSG00000082213_C5orf22
ENSG00000082805.20	ENSG00000082805	ERC1	12	+	990508	1495933	490508	1995933	0	protein_coding	ENSG00000082805_ERC1
ENSG00000082996.19	ENSG00000082996	RNF13	3	+	149812707	149962139	149312707	150462139	0	protein_coding	ENSG00000082996_RNF13
ENSG00000083290.20	ENSG00000083290	ULK2	17	-	19770829	19867935	19270829	20367935	0	protein_coding	ENSG00000083290_ULK2
ENSG00000083454.22	ENSG00000083454	P2RX5	17	-	3672199	3696239	3172199	4196239	0	protein_coding	ENSG00000083454_P2RX5
ENSG00000084090.13	ENSG00000084090	STARD7	2	-	96184859	96208824	95684859	96708824	0	protein_coding	ENSG00000084090_STARD7
ENSG00000085377.14	ENSG00000085377	PREP	6	-	105273220	105454061	104773220	105954061	0	protein_coding	ENSG00000085377_PREP
ENSG00000085382.12	ENSG00000085382	HACE1	6	-	104728094	104859918	104228094	105359918	0	protein_coding	ENSG00000085382_HACE1
ENSG00000085662.14	ENSG00000085662	AKR1B1	7	-	134442356	134459283	133942356	134959283	0	protein_coding	ENSG00000085662_AKR1B1
ENSG00000085741.13	ENSG00000085741	WNT11	11	-	76186325	76210735	75686325	76710735	0	protein_coding	ENSG00000085741_WNT11
ENSG00000085871.9	ENSG00000085871	MGST2	4	+	139665767	139740745	139165767	140240745	0	protein_coding	ENSG00000085871_MGST2
ENSG00000086288.12	ENSG00000086288	NME8	7	+	37848596	37900397	37348596	38400397	0	protein_coding	ENSG00000086288_NME8
ENSG00000087088.20	ENSG00000087088	BAX	19	+	48954814	48961798	48454814	49461798	0	protein_coding	ENSG00000087088_BAX
ENSG00000087116.16	ENSG00000087116	ADAMTS2	5	-	179110853	179345460	178610853	179845460	0	protein_coding	ENSG00000087116_ADAMTS2
ENSG00000087191.13	ENSG00000087191	PSMC5	17	+	63827151	63832026	63327151	64332026	0	protein_coding	ENSG00000087191_PSMC5
ENSG00000087365.16	ENSG00000087365	SF3B2	11	+	66050728	66069308	65550728	66569308	0	protein_coding	ENSG00000087365_SF3B2
ENSG00000087995.16	ENSG00000087995	METTL2A	17	+	62423874	62453385	61923874	62953385	0	protein_coding	ENSG00000087995_METTL2A
ENSG00000088002.12	ENSG00000088002	SULT2B1	19	+	48552171	48599425	48052171	49099425	0	protein_coding	ENSG00000088002_SULT2B1
ENSG00000088280.19	ENSG00000088280	ASAP3	1	-	23428563	23484567	22928563	23984567	0	protein_coding	ENSG00000088280_ASAP3
ENSG00000088538.13	ENSG00000088538	DOCK3	3	+	50674926	51384198	50174926	51884198	0	protein_coding	ENSG00000088538_DOCK3
ENSG00000088727.12	ENSG00000088727	KIF9	3	-	47228026	47283450	46728026	47783450	0	protein_coding	ENSG00000088727_KIF9
