HPR	16	72097123	72111145
PIK3CG	7	106505723	106547590
PPIAL4A	1	147954635	147955419
POLR2A	17	7387685	7417933
SORBS2	4	186506598	186877806
SLC25A20	3	48894364	48936426
MPZL3	11	118097405	118123065
NPVF	7	25264189	25268105
CTXN3	5	126984736	126994322
C5orf49	5	7830491	7851603
APOC4-APOC2	19	45445495	45452822
PHTF2	7	77428109	77586820
TM4SF18	3	149036285	149052201
USP47	11	11862970	11980870
DNAL4	22	39174513	39190203
PLAUR	19	44150247	44174699
TMEM132B	12	125671382	126146923
FIG4	6	110012515	110146631
IQCE	7	2598606	2654368
VAT1	17	41166622	41177140
RP11-514O12.4	6	167271582	167369612
AL591479.1	9	70646589	70648956
USP16	21	30396950	30426809
KRTAP10-10	21	46057273	46058372
NEDD1	12	97301001	97347555
GPR65	14	88471468	88481155
PSMD4	1	151227179	151239955
CLDN19	1	43198764	43205925
USP35	11	77899858	77925757
NGEF	2	233743396	233877982
ZDHHC11B	5	710475	767067
UBE2W	8	74692332	74791145
NABP2	12	56615799	56623638
SLC5A7	2	108602979	108630450
FBXL2	3	33318517	33445154
STAP2	19	4324040	4342783
AC002398.9	19	36236579	36245420
CLPX	15	65440557	65477680
KLHL33	14	20894029	20903970
HLX	1	221052742	221058401
C19orf68	19	48673949	48700877
TGFBR3	1	92145900	92371892
USPL1	13	31191830	31234907
TATDN2	3	10289707	10322902
PATL1	11	59404189	59436453
STX16	20	57226309	57254582
GRK6	5	176830205	176869902
DOC2A	16	30016830	30034591
CEP19	3	196433148	196439164
ANXA1	9	75766673	75785309
OR56A3	11	5968570	5969591
POTEH	22	16256441	16287937
CDC14B	9	99252523	99382112
KAT6B	10	76585340	76792380
DLX4	17	48046334	48052323
LRRC55	11	56949221	56959191
ZNF524	19	56111388	56114504
ABCA5	17	67240452	67323385
AL049829.1	14	23790839	23791484
SCN3B	11	123499895	123525952
LY6D	8	143866296	143868008
ATG5	6	106493298	106773666
CREBZF	11	85370752	85393951
NCAPH	2	97001525	97039583
LEKR1	3	156543270	156763918
DNMT3L	21	45666222	45682099
TMF1	3	69068978	69101454
QSER1	11	32914724	33014862
ZNF740	12	53574484	53588925
MYBBP1A	17	4442192	4458926
GDF9	5	132196873	132202576
TOGARAM2	2	29179477	29284239
MYBL1	8	67474410	67526482
GPLD1	6	24424793	24495433
EVI2A	17	29644578	29648902
GPX1	3	49394609	49396033
FTH1	11	61727190	61735132
NUBPL	14	31959162	32330430
CES1	16	55836763	55867249
OR4L1	14	20528204	20529142
STN1	10	105642300	105677963
KIAA0319L	1	35899091	36023551
FGL1	8	17721889	17767874
HENMT1	1	109190912	109204148
ZCWPW2	3	28390637	28579613
GLYATL3	6	49467671	49494760
FAM47E-STBD1	4	77172874	77232282
MYCNOS	2	16080020	16081845
SUN3	7	48026745	48068716
CTD-2010I16.2	11	6502715	6530208
CALCA	11	14988214	14993900
CAPN3	15	42651698	42704516
ZNF613	19	52430400	52452012
SNU13	22	42069934	42086508
TCHH	1	152078793	152087930
JMJD1C	10	64926981	65281610
ICOS	2	204801471	204826300
MIEN1	17	37884749	37887040
MTFR1L	1	26145131	26159433
SULT1A2	16	28603264	28608430
ALPK2	18	56148479	56296189
HIF1AN	10	102288829	102319755
RP11-510M2.4	16	71464165	71467279
SYNGR3	16	2039661	2044276
TMCO1	1	165693530	165796992
SCGB1A1	11	62172575	62190667
NMRK1	9	77675489	77703133
CAPN2	1	223889295	223963720
KAT5	11	65479467	65487075
MTMR10	15	31231144	31283810
PCBD1	10	72642037	72648541
SPCS3	4	177241115	177253396
HIST1H4C	6	26104104	26104538
RFPL2	22	32586422	32599464
CPED1	7	120628731	120937498
KATNB1	16	57769642	57791162
PRSS27	16	2762419	2770552
NOP10	15	34633914	34635378
CRCP	7	65579591	65619555
CH17-140K24.8	5	140602944	140625429
AL136376.1	1	116915890	116926718
DNAH12	3	57327727	57530071
CACNG5	17	64831235	64881603
TRPC1	3	142442916	142526730
HSF5	17	56497528	56565745
IL18RAP	2	103035149	103069025
FUT9	6	96463860	96663488
OR51T1	11	4903049	4904113
LIPT1	2	99771418	99779620
PRKG1	10	52751118	54058110
ZNF577	19	52308069	52394203
IPO8	12	30781922	30848920
XAB2	19	7684411	7694451
OR4F15	15	102358366	102359350
NXT1	20	23331373	23335414
CRHR1	17	43861646	43913194
RFX5	1	151313116	151319833
ADRB2	5	148204808	148208250
TMEM126B	11	85339617	85347583
EFCAB8	20	31446729	31549415
NMBR	6	142379467	142409936
VPS11	11	118938403	118952688
CEP85	1	26560644	26605529
OPALIN	10	98102973	98119122
GCOM1	15	57884106	58006943
GSTM5	1	110254877	110318050
CRABP1	15	78632666	78640572
ZNF292	6	87862551	87973914
TMEM167A	5	82348665	82373682
COA3	17	40947165	40950722
PKD2	4	88928820	88998929
AFAP1L2	10	116054583	116164515
COA1	7	43648055	43769316
AL132989.1	14	58754751	58755865
SLX1B	16	29465822	29469540
PIGQ	16	616995	634136
OAT	10	126085872	126107545
ADGRF5	6	46820249	46922680
C18orf63	18	71983048	72026422
ZNF469	16	88493879	88507165
HPCAL4	1	40144320	40157361
CENPQ	6	49431091	49460820
AL135998.1	14	23286463	23291750
RIN1	11	66097713	66104311
ZFP69	1	40942887	40962015
SHISA9	16	12995477	13334270
KIAA0930	22	45586219	45636650
SYT17	16	19179293	19279656
RBM43	2	152104454	152118393
HECTD2	10	93169037	93274586
KIFC3	16	57792129	57896957
BCL7C	16	30844947	30906281
CAPZA3	12	18891035	18892121
SAMHD1	20	35518632	35580246
ADNP2	18	77866915	77905406
AEBP1	7	44143960	44154161
FAM69A	1	93298294	93427079
CD1B	1	158297741	158301321
ZNF641	12	48730963	48745197
AGPAT5	8	6565878	6617187
GBP6	1	89829617	89852020
RP1-5O6.7	22	38687924	38794527
RP11-717K11.2	4	25162285	25278928
HSPB6	19	36245470	36248980
LPCAT2	16	55542910	55620582
CNNM3	2	97481982	97499648
DDB1	11	61066923	61110068
RELL1	4	37592422	37687998
HTRA3	4	8271492	8308838
PLPP1	5	54720682	54830878
PIGW	17	34890847	34895159
RAB6C	2	130737237	130740311
GDPD3	16	30116131	30125177
GKN1	2	69201705	69208106
AC140061.12	12	50690489	50691718
AL139080.1	13	24322243	24323901
GDF2	10	48413092	48416872
CBLN3	14	24895738	24900160
IL6ST	5	55230923	55290821
UBAP2	9	33921691	34048947
GCFC2	2	75879126	75938115
CYFIP2	5	156693089	156822603
PIM1	6	37137979	37143202
FGF10	5	44303646	44389808
ABCC12	16	48116884	48189929
MTBP	8	121457640	121554373
PTGES3	12	57057125	57082192
NLGN2	17	7308193	7323179
CHRNB2	1	154540257	154552502
SRSF12	6	89805678	89827800
SYNE1	6	152442819	152958936
POLR2D	2	128601125	128615731
HPDL	1	45792577	45794205
C18orf25	18	43753519	43846954
MEF2D	1	156433519	156470620
AC055736.1	12	52922915	52922980
ECHS1	10	135175984	135187193
WSB1	17	25621102	25642952
HEPACAM2	7	92817899	92855837
DNAJC15	13	43597339	43688360
DLL1	6	170591294	170615653
ITK	5	156569944	156682201
AIFM2	10	71857979	71892690
CYP27A1	2	219646472	219680016
SCRIB	8	144873090	144897549
ENTPD7	10	101419263	101465997
CNPY4	7	99717236	99723134
AARS	16	70286198	70323446
RP13-996F3.4	15	83011379	83018198
PLAC8	4	84011201	84058228
BRD8	5	137475455	137514675
PTPRE	10	129705325	129884119
NPL	1	182758428	182799519
ZHX2	8	123793633	123986752
MBD3L2	19	7049332	7051746
OR6C74	12	55640982	55642086
ARHGDIB	12	15094951	15114662
RANBP17	5	170288874	170727019
TPPP	5	659977	693510
ACER2	9	19409057	19452018
PAPD5	16	50186829	50269221
HDAC7	12	48176505	48226915
ALX3	1	110602616	110613322
ZNF12	7	6728064	6746554
DEFB118	20	29956421	29961726
PELI3	11	66233798	66244808
NDUFV1	11	67374323	67380006
CRTC2	1	153920145	153931101
PRB4	12	11460017	11463369
OR2T27	1	248813232	248814185
KLRG2	7	139137436	139168458
EIF5A	17	7210318	7215782
SNX3	6	108532426	108582464
ANKRD20A3	9	43064966	43133544
UCK1	9	134399188	134406655
OR5AP2	11	56408942	56409947
RNF126	19	647526	663277
PTPRO	12	15475331	15750333
CNTN3	3	74311719	74570291
ITGA6	2	173292082	173371010
GUCA1C	3	108626639	108672742
F2	11	46740730	46761056
ZNF296	19	45574758	45579846
ZNF304	19	57862675	57871266
CYP2A13	19	41594377	41602100
SSU72P3	11	4351095	4351679
RP11-77K12.1	16	75446582	75498604
CD2	1	117297007	117311850
OR7C1	19	14909958	14911023
CD5	11	60869867	60895324
MAPK9	5	179660143	179719099
GPR22	7	107110463	107116104
CABLES2	20	60963688	60982341
TXNDC5	6	7881750	7911047
HERPUD2	7	35672269	35735181
BCL2L15	1	114420790	114430169
RGP1	9	35749284	35758572
SGIP1	1	66999066	67213982
UBE2D3	4	103715540	103790053
C11orf53	11	111116530	111157126
TRIM36	5	114460459	114516243
PLEKHG3	14	65170820	65216965
GLIS3	9	3824127	4348392
FAM135A	6	71122644	71270877
ADPGK	15	73043710	73078187
EDN1	6	12290596	12297427
PIGV	1	27113963	27124889
TBC1D5	3	17198654	18486309
CBWD2	2	114195268	114253766
DCUN1D1	3	182655862	182703741
OR13J1	9	35869260	35870598
CALY	10	135137576	135150439
GCM2	6	10873456	10882174
ANKHD1	5	139781399	139919441
STOML3	13	39540062	39565203
GPR89B	1	147400506	147465753
KDM4E	11	94758422	94760760
KRTAP19-6	21	31913854	31914183
LSMEM1	7	112120908	112131117
BAD	11	64037302	64052176
TIMM17A	1	201924619	201939789
VMAC	19	5904869	5910864
TMCC2	1	205197304	205242471
DEPTOR	8	120885957	121063152
SERINC5	5	79407474	79551898
HOXC13	12	54332549	54340328
ELMO3	16	67233014	67237932
CCDC116	22	21987005	21991616
RNASE9	14	21024252	21029090
SLA2	20	35240721	35274619
FCGR3A	1	161511549	161520527
TMEM131	2	98372796	98612354
TMC7	16	18995256	19075264
CHCHD5	2	113341817	113346852
GALNT16	14	69725994	69823750
MKRN3	15	23810825	23875222
MBD1	18	47793252	47808144
B4GALNT4	11	369796	382116
GRP	18	56887400	56898006
GNA11	19	3094408	3124002
ZNF470	19	57078880	57100279
PIP	7	142829170	142836839
ACY3	11	67410026	67418130
FAM72B	1	120837756	120855681
ETAA1	2	67624451	67637677
TRPM1	15	31293264	31453476
GTF2B	1	89318615	89357627
C1QB	1	22979255	22988031
ZMYND10	3	50378541	50384283
IVD	15	40697996	40728146
RELN	7	103112231	103629963
CD44	11	35160417	35253949
INSL4	9	5231419	5235304
MTMR3	22	30279144	30426855
SEZ6L2	16	29882480	29910868
CD34	1	208054317	208084747
DCHS1	11	6642554	6677085
NEU1	6	31825436	31830683
SH3GL3	15	84115980	84287495
FGFR1	8	38268656	38326352
ZNF471	19	57019212	57041590
AC012485.1	2	239192329	239192498
TTLL3	3	9849770	9896822
PSRC1	1	109822178	109825808
PLEKHH3	17	40819932	40829012
TAF1L	9	32629452	32635667
SNAI2	8	49830327	49834299
F11R	1	160965001	160991138
DYNC2LI1	2	44001178	44037149
NHLH2	1	116378998	116386538
TCF15	20	584441	591042
CAMKK2	12	121675494	121736111
KRTAP15-1	21	31812593	31813263
OR6C70	12	55862984	55863922
LECT2	5	135257968	135290723
GEMIN7	19	45582453	45594782
PPM1H	12	63037762	63328817
ABHD15	17	27887565	27894155
TRPA1	8	72932152	72987852
PRAMEF20	1	13736907	13747803
HECW2	2	197059094	197458416
TMEM70	8	74884672	74895018
GSTM3	1	110276554	110283660
CTD-2370N5.3	17	29632231	29645849
PEA15	1	160175127	160185166
ZNF251	8	145946292	145981802
LMF1	16	903634	1031318
LRRTM3	10	68685764	68859588
MARVELD2	5	68710939	68740157
ZNF773	19	58011283	58029772
PPP1R7	2	242088991	242123067
ZNF337	20	25654851	25677477
ZAR1L	13	32877837	32889481
AC018470.1	2	175200601	175202151
PLEKHG5	1	6526152	6580121
TCP11L2	12	106695707	106740793
NOL10	2	10710892	10830113
ZKSCAN7	3	44596685	44635665
RDM1	17	34245070	34257777
AL626787.1	1	166026679	166028709
ABCA10	17	67143355	67240987
CEP68	2	65283500	65314138
TAAR5	6	132909812	132910825
PRR29	17	62075711	62081664
TUB	11	8040791	8127659
FBXL12	19	9920943	9938492
NOL11	17	65713949	65740647
ZNF273	7	64330550	64391344
EID3	12	104697517	104698983
CCDC129	7	31553685	31698334
TNFRSF9	1	7975954	8003225
LY75-CD302	2	160628362	160761221
CACNA1I	22	39966758	40085742
NUDT2	9	34329504	34343711
NFE2L1	17	46125691	46138849
HSPA8	11	122928197	122933938
KRT85	12	52753790	52761265
RP11-49P4.7	1	46997838	46999286
PRMT1	19	50179043	50192286
MYBPC3	11	47352948	47374253
LARP7	4	113558120	113578748
NRXN2	11	64373646	64490660
TMBIM6	12	50101508	50158717
APOL2	22	36622249	36636000
N4BP2L2	13	33006554	33113022
KLF18	1	44603493	44607303
HSD17B3	9	98997588	99064434
C14orf159	14	91526677	91691976
EDC3	15	74922899	74988633
CACNB1	17	37329709	37353956
SEPT10	2	110300559	110371783
SNIP1	1	38000050	38019945
EPS15L1	19	16466050	16582896
KIFAP3	1	169890467	170054349
BTC	4	75669969	75719896
KCNV1	8	110975874	110988076
STARD3NL	7	38217824	38270272
ANKRD53	2	71205510	71212629
DCAF5	14	69517598	69619867
SCN7A	2	167260083	167350757
RDH10	8	74206847	74237516
AC005082.1	7	23210760	23234503
SLC10A4	4	48485360	48491213
LNPK	2	176788620	176867567
SPDL1	5	169010638	169031782
RNASE4	14	21152259	21169374
LSM3	3	14219858	14242619
CCDC59	12	82617460	82752584
GJC2	1	228337553	228347527
TRAPPC1	17	7833663	7835441
S1PR2	19	10332111	10341948
PRR20C	13	57715052	57731216
PCDHA5	5	140201189	140391929
HOXA1	7	27132612	27135615
PSMG3	7	1606966	1610641
PDP2	16	66912492	66929657
HMGN3	6	79910962	79944455
CABP4	11	67219877	67227784
HLA-DRB5	6	32485120	32498064
TMEM50B	21	34804792	34852318
TEN1	17	73975301	73996667
OSCAR	19	54597933	54606000
MCUR1	6	13786789	13814800
RP5-1028K7.3	17	38785049	38821393
ATXN1	6	16299343	16761722
OR10AD1	12	48595866	48597170
EIF4B	12	53399942	53435993
ANGPTL6	19	10203014	10213472
SAP30L	5	153825517	153840614
AL353354.2	1	28527070	28527419
MTA2	11	62360686	62369312
KIAA1211L	2	99410309	99552722
NRXN1	2	50145643	51452713
PCSK4	19	1481427	1490751
AL162389.1	9	110539471	110540419
LIMS4	2	111204217	111230652
RAD9A	11	67085342	67165881
UGT8	4	115519611	115599380
ADCY8	8	131792547	132054672
ARNT	1	150782181	150849244
SLC29A3	10	73079015	73123142
MOB1B	4	71768043	71888166
CTBP1	4	1205236	1243741
VTI1B	14	68113792	68141548
NME7	1	169101769	169337205
HIST2H2AA3	1	149813505	149814478
APH1B	15	63568217	63601325
FZD1	7	90893679	90900641
MAP9	4	156263810	156298122
FKBP2	11	64008475	64011604
PRR15	7	29603427	29606911
ADAMTS8	11	130274820	130298888
NXPE4	11	114441313	114466484
UBQLN1	9	86274878	86323118
ISCA1	9	88879461	88898017
SIGMAR1	9	34634719	34637806
SERHL2	22	42949623	42970388
CD200R1L	3	112534556	112565703
AC104841.2	2	242167319	242168850
SPEF2	5	35617946	35814713
OAS1	12	113344582	113371027
SC5D	11	121163162	121179403
KCNA7	19	49570675	49576198
UNC119B	12	121148238	121161443
NDUFAF4	6	97337189	97345757
TOP3B	22	22311397	22337213
CHRNB4	15	78916461	79020096
ZNF713	7	55955168	56009918
PF4V1	4	74718906	74719872
DEFB103B	8	7286410	7287870
CHTF8	16	69151913	69166487
TSPAN32	11	2323227	2339430
DIXDC1	11	111797868	111893308
PPIE	1	40157854	40229586
DDTL	22	24309089	24314721
PTPRN	2	220154345	220174370
ASB2	14	94400499	94443137
TIGD4	4	153690506	153700916
IGFL3	19	46623328	46627931
CHAC2	2	53994929	54002333
LCE2B	1	152658599	152659877
IKZF3	17	37913968	38020441
PFDN6	6	33257079	33266178
COCH	14	31343720	31364271
AC007377.1	2	40488147	40490117
SDHAF2	11	61197514	61215001
TNR	1	175284330	175712906
STAT1	2	191829084	191885686
PLCL2	3	16844159	17132086
CEACAM21	19	42055886	42093197
NKIRAS2	17	40163400	40177662
KRTAP12-4	21	46074130	46074576
EEF2KMT	16	5134305	5147809
EEFSEC	3	127872297	128127489
DIO3	14	102027688	102029789
INSRR	1	156809855	156828810
BFAR	16	14726672	14763093
IRF1	5	131817301	131826490
ASH2L	8	37962760	38001594
NMT1	17	43128978	43186384
SLITRK6	13	86366925	86373623
HSF1	8	145515273	145538385
KRT75	12	52817854	52828309
TARSL2	15	102193801	102264807
AC087239.1	12	25381515	25390840
CDK11B	1	1570603	1590473
CTCF	16	67596310	67673086
TUFM	16	28853732	28857729
FAM180B	11	47608245	47610746
KCMF1	2	85198216	85286595
RP11-701H24.9	15	25200181	25245423
CBFA2T3	16	88941266	89043612
SPATA5	4	123844229	124240605
PSG7	19	43428284	43441330
ANKRD61	7	6071007	6076017
MGA	15	41913422	42065279
TMEM132A	11	60691935	60704631
TMEM229B	14	67913801	68000456
HSPA6	1	161494330	161496700
PLA2G10	16	14766402	14788526
SPERT	13	46276446	46288694
GTDC1	2	144695635	145090135
DTD1	20	18548097	18744561
CACNA2D4	12	1901123	2028002
MPC2	1	167885967	167906278
PRAMEF21	1	13516066	13526943
ZNF727	7	63505821	63538927
GPER1	7	1121844	1133451
TNIP3	4	122052563	122148621
RBM42	19	36119932	36128588
SP3	2	174771187	174830430
KDM5B	1	202693619	202778598
ADAM15	1	155023042	155035251
ZIC2	13	100634026	100639027
SMCHD1	18	2655737	2805015
IL24	1	207070788	207077484
IMPA2	18	11981024	12030882
IGSF3	1	117117021	117210377
LNPEP	5	96271098	96373219
HIST4H4	12	14920933	14924065
WFDC9	20	44236578	44259907
RCAN2	6	46188473	46459709
SYT12	11	66774249	66818334
PKNOX2	11	125034583	125303285
TUSC3	8	15274724	15624158
UBE2V1	20	48697661	48732496
DSG4	18	28956740	28994875
PRB3	12	11418857	11422739
PSMD1	2	231921578	232037541
IFNA13	9	21367423	21368961
ANGPT1	8	108261710	108510283
PAQR5	15	69591286	69700119
C12orf57	12	7052141	7055166
HSD3B7	16	30996528	31000473
MSANTD3-TMEFF1	9	103204553	103339918
SETD1A	16	30968615	30995985
OTUD7A	15	31767601	32162992
KRT82	12	52787715	52800139
PERM1	1	910584	917473
VKORC1	16	31102163	31107301
RTN4	2	55199323	55339757
BCL2L2	14	23767999	23780968
GHRH	20	35879485	35890238
EHMT2	6	31847536	31865464
NOL12	22	38077680	38089485
HIST1H2BM	6	27782822	27783202
TBC1D3E	17	34493120	34503952
RP11-467J12.4	16	53069602	53086785
CARMIL3	14	24521209	24538937
OR2AG2	11	6789218	6790286
CHAC1	15	41245160	41248717
ZNF831	20	57698436	57834168
OR10H3	19	15852203	15853153
PRG2	11	57154267	57158130
HJURP	2	234742062	234763212
TSEN2	3	12525931	12581122
OR5AK2	11	56756347	56757342
FLJ00273	9	35042390	35042824
HAPLN2	1	156589086	156595517
C2orf68	2	85833777	85839189
TUT1	11	62342517	62359649
KIAA1644	22	44639547	44708731
PIANP	12	6802958	6809966
OR56B1	11	5757747	5758721
TBX2	17	59477257	59486827
C19orf44	19	16607122	16632163
IPO9	1	201798269	201853422
TAF1A	1	222731244	222763275
SUPT3H	6	44777054	45345690
NKX6-2	10	134596683	134599556
RGS20	8	54764368	54871863
CMSS1	3	99536678	99900576
CHDH	3	53846362	53880417
HNMT	2	138721590	138773934
AC027228.1	15	78830023	78831288
OR5I1	11	55702932	55703876
PRRG2	19	50083903	50094272
C15orf48	15	45722727	45740959
ASTN2	9	119187504	120177348
TEX22	14	105864916	105916443
KSR2	12	117890817	118406788
ZNF7	8	146052849	146072894
TP53I3	2	24300303	24308731
TRNP1	1	27320198	27327389
PLXNC1	12	94542499	94701451
EIF5AL1	10	81272357	81276196
NKIRAS1	3	23933151	23988082
CD177	19	43857811	43867324
HOXA6	7	27185015	27190222
TKFC	11	61100682	61120767
CALB1	8	91070836	91107703
SPACA4	19	49110000	49110971
ZNF354A	5	178121606	178157703
MMP9	20	44637547	44645200
ZNF700	19	12035883	12061588
GEMIN5	5	154266976	154317769
METTL25	12	82752276	82873015
NEO1	15	73344051	73597547
TBC1D20	20	416124	443197
HOXA10	7	27210210	27219880
NPAS1	19	47523077	47549033
OR8I2	11	55860784	55861716
PHLDB2	3	111451344	111695364
DZIP3	3	108308529	108413693
ANP32E	1	150190717	150208504
ITPR3	6	33588142	33664351
ARL17B	17	44352150	44439163
DAZAP2	12	51632076	51665146
